INCIDENT NO,RPT DATE,RPT TIME,INCIDENT TYPE DESCRIPTION
211093219,4/19/2021,1112,530.5 PC IDENTITY THEFT
211093220,4/19/2021,0756,487 PC GRAND THEFT OTHER
211093221,4/19/2021,1422,PROPERTY LOST
211093222,4/19/2021,2109,PROPERTY LOST
211093223,4/19/2021,2116,PROPERTY LOST
211093224,4/19/2021,0907,459 PC BURGLARY VEHICLE>$950
211093225,4/19/2021,2252,459 PC BURGLARY VEHICLE<$950
211093226,4/19/2021,1234,594 PC VANDALISM-<$400
211093227,4/19/2021,1312,594 PC VANDALISM-<$400
211093228,4/19/2021,1852,459 PC BURGLARY VEHICLE<$950
211093229,4/19/2021,2119,594 PC VANDALISM-<$400
211093230,4/19/2021,2000,487 PC FRAUD BY SCAM/SWINDLE
211093231,4/19/2021,1929,459 PC BURGLARY VEHICLE>$950
211093232,4/19/2021,1930,459PC BURG VEH PARTS/ACC>$950
211093233,4/19/2021,1915,487 PC FRAUD BY SCAM/SWINDLE
211093234,4/19/2021,1554,487 PC FRAUD BY SCAM/SWINDLE
211093235,4/19/2021,1344,484 PC CREDIT/DEBIT CARD USE
211093236,4/19/2021,2227,459 PC BURGLARY VEHICLE<$950
211093237,4/19/2021,0833,487 PC FRAUD BY SCAM/SWINDLE
211093238,4/19/2021,1110,487 PC GRAND THEFT FROM BLDG
211093239,4/19/2021,1544,530.5 PC IDENTITY THEFT
211093240,4/19/2021,1657,PROPERTY LOST
211093241,4/19/2021,1338,459 PC BURGLARY VEHICLE>$950
211093242,4/19/2021,0914,459 PC BURGLARY VEHICLE<$950
211094000,4/19/2021,0957,1182 VEH ACCIDENT-PROPERTY DMG
211094001,4/19/2021,1344,20002VC HIT AND RUN-PROP DMG
211094002,4/19/2021,1730,20002VC HIT AND RUN-PROP DMG
211099500,4/19/2021,1027,240 PC ASSAULT
211099501,4/19/2021,1047,1065J MISSING JUVENILE
211099502,4/19/2021,1120,1065J MISSING JUVENILE
211099503,4/19/2021,1203,1065J MISSING JUVENILE
211099504,4/19/2021,1223,1065A MISSING ADULT
211099505,4/19/2021,1228,653M PC ANNOY-CALL/TEXT/EMAIL
211099506,4/19/2021,1257,422 PC CRIMINAL THREATS
211099507,4/19/2021,1304,1065A MISSING ADULT
211099508,4/19/2021,1322,487 PC FRAUD BY SCAM/SWINDLE
211099509,4/19/2021,1324,530.5 PC IDENTITY THEFT
211099510,4/19/2021,1400,242 PC BATTERY
211099511,4/19/2021,1410,487 PC FRAUD BY SCAM/SWINDLE
211099512,4/19/2021,1434,530.5 PC IDENTITY THEFT
211099513,4/19/2021,1458,530.5 PC IDENTITY THEFT
211099514,4/19/2021,1518,487 PC FRAUD BY SCAM/SWINDLE
211099515,4/19/2021,1542,653M PC ANNOY-CALL/TEXT/EMAIL
211099516,4/19/2021,1545,530.5 PC IDENTITY THEFT
211099517,4/19/2021,1556,422 PC CRIMINAL THREATS
211099518,4/19/2021,1602,240 PC ASSAULT
211099519,4/19/2021,1618,476 PC FICTICIOUS/NSF CHECK
211099520,4/19/2021,2113,1065J MISSING JUVENILE
211099521,4/19/2021,2134,1065J MISSING JUVENILE
211099522,4/19/2021,2143,1065J MISSING JUVENILE
211099701,4/19/2021,0813,273.6APC DV RESTRAIN ORD VIOL
211099702,4/19/2021,0955,166 PC VIOLATE COURT ORDER
211099703,4/19/2021,1130,273.6APC DV RESTRAIN ORD VIOL
211099704,4/19/2021,1135,10851(A) VC VEHICLE THEFT
211099705,4/19/2021,1225,273.6APC DV RESTRAIN ORD VIOL
211099708,4/19/2021,1323,10851(A) VC VEHICLE THEFT
211099709,4/19/2021,1349,602 PC TRESPASSING
211099711,4/19/2021,1612,422 PC CRIMINAL THREATS
211099712,4/19/2021,1652,261 PC RAPE
211099793,4/19/2021,1942,270PC NEGLECT/FAIL TO PROVIDE
211099794,4/19/2021,1839,270PC NEGLECT/FAIL TO PROVIDE
211099795,4/19/2021,1749,270PC NEGLECT/FAIL TO PROVIDE
211099796,4/19/2021,1711,270PC NEGLECT/FAIL TO PROVIDE
211099797,4/19/2021,1519,273AB PC CHLD ABUSE NOT AGG
211099798,4/19/2021,1450,288(A) PC L&L W/ UNDER 14YRS
211099799,4/19/2021,1421,270PC NEGLECT/FAIL TO PROVIDE
211090877,4/20/2021,1113,SUSPICIOUS CIRCUMSTANCES
211100001,4/20/2021,0001,496(A) PC RECEIVE STOLEN PROP
211100039,4/20/2021,0152,459 PC BURGLARY VEHICLE<$950
211100042,4/20/2021,0127,485 PC APPROPRIATE LOST PROP
211100044,4/20/2021,0132,INFORMATION ONLY
211100056,4/20/2021,0201,459 PC BURG RESD-FORCE
211100058,4/20/2021,0215,WARRANT & FUGITIVE
211100059,4/20/2021,0745,11364 HS DRUG PARAPHERNALIA
211100073,4/20/2021,0507,273.5(A) PC DV MINOR INJURY
211100076,4/20/2021,0312,WARRANT & FUGITIVE
211100084,4/20/2021,0912,5150 WI 72 HR MENTAL HOLD
211100094,4/20/2021,0354,594 PC VANDALISM-<$400
211100095,4/20/2021,0355,1065A MISSING ADULT
211100113,4/20/2021,0916,23152A VC DUI ALCOHOL/DRUGS
211100115,4/20/2021,0512,459 PC BURG COMM-FORCE
211100126,4/20/2021,0536,459 PC BURG COMM-FORCE
211100129,4/20/2021,0542,245A1 PC ASSAULT W/O FIREARM
211100139,4/20/2021,0601,10851(A) VC VEHICLE THEFT
211100147,4/20/2021,0646,SUSPICIOUS CIRCUMSTANCES
211100156,4/20/2021,0712,459 PC BURGLARY VEHICLE<$950
211100160,4/20/2021,0717,422 PC CRIMINAL THREATS
211100163,4/20/2021,0729,459 PC BURG RESD-FORCE
211100164,4/20/2021,0729,459 PC BURG COMM-FORCE
211100168,4/20/2021,0732,594 PC VANDALISM-$400 OR MORE
211100171,4/20/2021,0825,1181 VEH ACCIDENT-MINOR INJURY
211100188,4/20/2021,1256,WARRANT & FUGITIVE
211100191,4/20/2021,0816,594 PC VANDALISM-<$400
211100203,4/20/2021,0827,PROPERTY FOUND-GENERAL
211100206,4/20/2021,0951,5150 WI 72 HR MENTAL HOLD
211100221,4/20/2021,0852,1065J MISSING JUVENILE
211100222,4/20/2021,0853,10851(A) VC VEHICLE THEFT
211100236,4/20/2021,0903,594 PC VANDALISM-<$400
211100241,4/20/2021,0908,484PC PETTY THEFT OTHER
211100248,4/20/2021,0913,594 PC VANDALISM-$400 OR MORE
211100255,4/20/2021,0919,10851(A) VC VEHICLE THEFT
211100258,4/20/2021,0921,10851(A) VC VEHICLE THEFT
211100261,4/20/2021,0924,1181 VEH ACCIDENT-MINOR INJURY
211100263,4/20/2021,1125,SUSPICIOUS CIRCUMSTANCES
211100267,4/20/2021,0931,SUSPICIOUS CIRCUMSTANCES
211100270,4/20/2021,0933,WARRANT & FUGITIVE
211100274,4/20/2021,0938,STOLEN PLATE
211100288,4/20/2021,0957,INFORMATION ONLY
211100289,4/20/2021,0958,20002VC HIT AND RUN-PROP DMG
211100295,4/20/2021,1003,SUSPICIOUS CIRCUMSTANCES
211100297,4/20/2021,1047,11377(A) HS POSN CNTRLD SUBS
211100298,4/20/2021,1004,STOP INFO ONLY
211100300,4/20/2021,1000,GANG REGISTRATION
211100311,4/20/2021,1039,10851R OUTSIDE AGENCY RECOVERY
211100316,4/20/2021,0952,5150 WI 72 HR MENTAL HOLD
211100321,4/20/2021,1028,WELFARE CHECK
211100323,4/20/2021,1023,245A1 PC ASSAULT W/O FIREARM
211100326,4/20/2021,1034,VIN CHECK
211100352,4/20/2021,1100,GANG REGISTRATION
211100355,4/20/2021,1230,273.6APC DV RESTRAIN ORD VIOL
211100365,4/20/2021,1118,368(B)1 PC ELDER/DEPNDT ABUSE
211100371,4/20/2021,1125,1181 VEH ACCIDENT-MINOR INJURY
211100373,4/20/2021,1127,10851(A) VC VEHICLE THEFT
211100376,4/20/2021,1649,11364 HS DRUG PARAPHERNALIA
211100382,4/20/2021,1135,273.5(A) PC DV SBI OR WEAPON
211100393,4/20/2021,1144,10851(A) VC VEHICLE THEFT
211100405,4/20/2021,1154,459 PC BURGLARY VEHICLE>$950
211100406,4/20/2021,1155,288A(A) PC ORAL COPULATION
211100408,4/20/2021,1155,459 PC BURG COMM-FORCE
211100411,4/20/2021,1157,594 PC VANDALISM-$400 OR MORE
211100416,4/20/2021,1205,273.6APC DV RESTRAIN ORD VIOL
211100422,4/20/2021,1300,484PC PETTY THEFT FROM BLDG
211100424,4/20/2021,1211,459 PC BURGLARY VEHICLE<$950
211100431,4/20/2021,1453,368(B)1 PC ELDER/DEPNDT ABUSE
211100449,4/20/2021,1502,11377(A) HS POSN CNTRLD SUBS
211100460,4/20/2021,1455,1181 VEH ACCIDENT-MINOR INJURY
211100465,4/20/2021,1247,INFORMATION ONLY
211100472,4/20/2021,1521,261 PC RAPE
211100479,4/20/2021,1840,242 PC BATTERY
211100483,4/20/2021,1301,23153A VC DUI ALCOHOL/DRUG GBI
211100485,4/20/2021,1300,273.5(A) PC DV MINOR INJURY
211100507,4/20/2021,1329,1065A MISSING ADULT
211100520,4/20/2021,1348,DOMESTIC-211 PC STRONG ARM
211100529,4/20/2021,1450,MUNICIPAL CODE VIOLATION
211100543,4/20/2021,1423,STOLEN PLATE
211100549,4/20/2021,2357,288(A) PC L&L W/ UNDER 14YRS
211100553,4/20/2021,1445,PROPERTY FOUND-GENERAL
211100566,4/20/2021,1459,1182 VEH ACCIDENT-PROPERTY DMG
211100569,4/20/2021,1502,166 PC VIOLATE COURT ORDER
211100575,4/20/2021,1508,594 PC VANDALISM-$400 OR MORE
211100582,4/20/2021,1524,242 PC BATTERY
211100594,4/20/2021,2329,10851R OUTSIDE AGENCY RECOVERY
211100619,4/20/2021,1547,5150 WI 72 HR MENTAL HOLD
211100652,4/20/2021,1642,WELFARE CHECK
211100662,4/20/2021,1700,368DE PC ELD/DEPNDT FIN ABUSE
211100674,4/20/2021,1704,273.5(A) PC DV SBI OR WEAPON
211100680,4/20/2021,1711,211 PC ROBBERY ARMED
211100687,4/20/2021,1725,459 PC BURG RESD-FORCE
211100689,4/20/2021,2105,11377(A) HS POSN CNTRLD SUBS
211100694,4/20/2021,1929,647(F) PC DRUNK IN PUBLIC
211100699,4/20/2021,1752,594 PC VANDALISM-$400 OR MORE
211100708,4/20/2021,1909,1181 VEH ACCIDENT-MINOR INJURY
211100730,4/20/2021,1848,1055 DEATH/DEAD BODY
211100733,4/20/2021,2059,273.5(A) PC DV MINOR INJURY
211100734,4/20/2021,2146,647(F) PC DRUNK IN PUBLIC
211100738,4/20/2021,1909,PROPERTY FOUND-NARCOTICS
211100742,4/20/2021,1921,STOLEN PLATE
211100753,4/20/2021,1941,273.5(A) PC DV MINOR INJURY
211100758,4/20/2021,1949,243(E)(1) PC BATTERY DOMESTIC
211100768,4/20/2021,2145,10851(A) VC VEHICLE THEFT
211100777,4/20/2021,2021,10851(A) VC VEHICLE THEFT
211100780,4/20/2021,2033,INFORMATION ONLY
211100790,4/20/2021,1358,INFORMATION ONLY
211100791,4/20/2021,2140,594 PC VANDALISM-$400 OR MORE
211100796,4/20/2021,2053,594 PC VANDALISM-$400 OR MORE
211100800,4/20/2021,2100,242 PC BATTERY
211100805,4/20/2021,2108,594 PC VANDALISM-$400 OR MORE
211100813,4/20/2021,2124,247.5PC DISCH LASER OCC PLANE
211100820,4/20/2021,2143,1181 VEH ACCIDENT-MINOR INJURY
211100827,4/20/2021,2253,273.6APC DV RESTRAIN ORD VIOL
211100832,4/20/2021,2242,INFORMATION ONLY
211100846,4/20/2021,2227,5150 WI 72 HR MENTAL HOLD
211100854,4/20/2021,2238,DOMESTIC - 261 PC RAPE
211100867,4/20/2021,2332,INFORMATION ONLY
211100882,4/20/2021,2318,2800.2(A) VC EVADING RECKLESS
211100893,4/20/2021,2339,23152B VC DUI ALCOHOL .08%
211103200,4/20/2021,0144,484 PC CREDIT/DEBIT CARD USE
211103201,4/20/2021,1329,530.5 PC IDENTITY THEFT
211103202,4/20/2021,1310,530.5 PC IDENTITY THEFT
211103203,4/20/2021,1135,484PC PETTY THEFT BIKE
211103204,4/20/2021,1141,10852 VC VEHICLE TAMPERING
211103205,4/20/2021,1119,487 PC GRAND THEFT OTHER
211103206,4/20/2021,1300,487 PC GRAND THEFT OTHER
211103207,4/20/2021,1112,484PC PETTY THEFT OTHER
211103208,4/20/2021,1111,459PC BURG VEH PARTS/ACC>$950
211103209,4/20/2021,1400,10852 VC VEHICLE TAMPERING
211103210,4/20/2021,1448,530.5 PC IDENTITY THEFT
211103211,4/20/2021,1230,487 PC FRAUD BY SCAM/SWINDLE
211103212,4/20/2021,1118,459 PC BURGLARY VEHICLE<$950
211103213,4/20/2021,1010,484 PC CREDIT/DEBIT CARD USE
211103214,4/20/2021,1335,487 PC FRAUD BY SCAM/SWINDLE
211103215,4/20/2021,1535,530.5 PC IDENTITY THEFT
211103216,4/20/2021,1539,PROPERTY LOST
211103217,4/20/2021,1036,PROPERTY LOST
211103218,4/20/2021,1433,10852 VC VEHICLE TAMPERING
211103219,4/20/2021,1211,594 PC VANDALISM-<$400
211103220,4/20/2021,1601,PROPERTY LOST
211103221,4/20/2021,1704,459 PC BURGLARY VEHICLE<$950
211103222,4/20/2021,1648,PROPERTY LOST
211103223,4/20/2021,1258,10852 VC VEHICLE TAMPERING
211103224,4/20/2021,1959,459 PC BURGLARY VEHICLE<$950
211103225,4/20/2021,1932,459 PC BURGLARY VEHICLE>$950
211103226,4/20/2021,2156,PROPERTY LOST
211103227,4/20/2021,2148,484 PC CREDIT/DEBIT CARD USE
211103228,4/20/2021,2135,10852 VC VEHICLE TAMPERING
211103229,4/20/2021,2127,459 PC BURGLARY VEHICLE>$950
211103230,4/20/2021,1315,484 PC CREDIT/DEBIT CARD USE
211103231,4/20/2021,2246,484 PC CREDIT/DEBIT CARD USE
211103232,4/20/2021,2214,484 PC CREDIT/DEBIT CARD USE
211103233,4/20/2021,2129,484PC PETTY THEFT OTHER
211103234,4/20/2021,2013,10852 VC VEHICLE TAMPERING
211103235,4/20/2021,1940,484PC PETTY THEFT BIKE
211103236,4/20/2021,1820,459PC BURG VEH PARTS/ACC>$950
211103237,4/20/2021,0723,594 PC VANDALISM-<$400
211103238,4/20/2021,1618,530.5 PC IDENTITY THEFT
211103239,4/20/2021,1601,530.5 PC IDENTITY THEFT
211103240,4/20/2021,1512,487 PC FRAUD BY SCAM/SWINDLE
211103241,4/20/2021,1525,487 PC GRAND THEFT OTHER
211104000,4/20/2021,0820,20002VC HIT AND RUN-PROP DMG
211104001,4/20/2021,1342,20002VC HIT AND RUN-PROP DMG
211109500,4/20/2021,0736,1065J MISSING JUVENILE
211109501,4/20/2021,0809,1065J MISSING JUVENILE
211109502,4/20/2021,1246,422 PC CRIMINAL THREATS
211109503,4/20/2021,1257,530.5 PC IDENTITY THEFT
211109504,4/20/2021,1323,240 PC ASSAULT
211109505,4/20/2021,1347,476 PC FICTICIOUS/NSF CHECK
211109506,4/20/2021,1405,594 PC VANDALISM-GRAFFITI
211109507,4/20/2021,1457,1065A MISSING ADULT
211109508,4/20/2021,1514,1065J MISSING JUVENILE
211109509,4/20/2021,1625,368DE PC ELD/DEPNDT FIN ABUSE
211109510,4/20/2021,1727,1065J MISSING JUVENILE
211109511,4/20/2021,1827,1065J MISSING JUVENILE
211109512,4/20/2021,2102,1065J MISSING JUVENILE
211109513,4/20/2021,2111,1065J MISSING JUVENILE
211109514,4/20/2021,2203,1065A MISSING ADULT
211109701,4/20/2021,0827,PROPERTY LOST
211109702,4/20/2021,0858,487 PC FRAUD BY SCAM/SWINDLE
211109703,4/20/2021,1005,278 PC PARENTAL ABDUCTION
211109704,4/20/2021,1030,487 PC GRAND THEFT OTHER
211109706,4/20/2021,1145,530.5 PC IDENTITY THEFT
211109707,4/20/2021,1412,10851(A) VC VEHICLE THEFT
211109709,4/20/2021,1500,288(A) PC L&L W/ UNDER 14YRS
211109710,4/20/2021,1500,273.6APC DV RESTRAIN ORD VIOL
211109711,4/20/2021,1714,273.6APC DV RESTRAIN ORD VIOL
211109712,4/20/2021,1000,SUSPICIOUS CIRCUMSTANCES
211109786,4/20/2021,2044,288(A) PC L&L W/ UNDER 14YRS
211109787,4/20/2021,2012,273AB PC CHLD ABUSE NOT AGG
211109788,4/20/2021,1933,273AB PC CHLD ABUSE NOT AGG
211109789,4/20/2021,1919,273AB PC CHLD ABUSE NOT AGG
211109790,4/20/2021,1819,270PC NEGLECT/FAIL TO PROVIDE
211109791,4/20/2021,1748,273AB PC CHLD ABUSE NOT AGG
211109792,4/20/2021,1722,270PC NEGLECT/FAIL TO PROVIDE
211109793,4/20/2021,1652,270PC NEGLECT/FAIL TO PROVIDE
211109794,4/20/2021,1538,273AB PC CHLD ABUSE NOT AGG
211109795,4/20/2021,1506,273AB PC CHLD ABUSE NOT AGG
211109796,4/20/2021,1446,273AB PC CHLD ABUSE NOT AGG
211109797,4/20/2021,1418,11351 HS NARCOTICS SALES
211109798,4/20/2021,1350,273AB PC CHLD ABUSE NOT AGG
211109799,4/20/2021,1320,273AB PC CHLD ABUSE NOT AGG
211109801,4/20/2021,1708,368(B)1 PC ELDER/DEPNDT ABUSE
211109802,4/20/2021,1708,368(B)1 PC ELDER/DEPNDT ABUSE
211109803,4/20/2021,1709,368DE PC ELD/DEPNDT FIN ABUSE
211109804,4/20/2021,1708,288(A) PC L&L W/ UNDER 14YRS
211109805,4/20/2021,1709,273AB PC CHLD ABUSE NOT AGG
211109806,4/20/2021,1708,368DE PC ELD/DEPNDT FIN ABUSE
211110454,4/20/2021,1600,422 PC CRIMINAL THREATS
211100759,4/21/2021,0128,10851(A) VC VEHICLE THEFT
211100901,4/21/2021,0037,STOP INFO ONLY
211109705,4/21/2021,0734,20002VC HIT AND RUN-PROP DMG
211110008,4/21/2021,0005,5150 WI 72 HR MENTAL HOLD
211110019,4/21/2021,0029,594 PC VANDALISM-$400 OR MORE
211110021,4/21/2021,0028,11377(A) HS POSN CNTRLD SUBS
211110023,4/21/2021,0025,PROPERTY FOUND-GENERAL
211110024,4/21/2021,0216,273.6APC DV RESTRAIN ORD VIOL
211110041,4/21/2021,0127,10851(A) VC VEHICLE THEFT
211110048,4/21/2021,0134,STOLEN PLATE
211110050,4/21/2021,0140,273.5(A) PC DV MINOR INJURY
211110055,4/21/2021,0100,594 PC VANDALISM-$400 OR MORE
211110057,4/21/2021,0200,602 PC TRESPASSING
211110069,4/21/2021,0230,273.5(A) PC DV MINOR INJURY
211110071,4/21/2021,0200,242 PC BATTERY
211110072,4/21/2021,0235,11377(A) HS POSN CNTRLD SUBS
211110084,4/21/2021,0317,25662(A) BP MINOR POSN ALCOHOL
211110097,4/21/2021,0530,530.5 PC IDENTITY THEFT
211110101,4/21/2021,0402,594 PC VANDALISM-$400 OR MORE
211110104,4/21/2021,0404,5150 WI 72 HR MENTAL HOLD
211110106,4/21/2021,0414,245A1 PC ASSAULT W/O FIREARM
211110118,4/21/2021,0450,459 PC BURG COMM-FORCE
211110119,4/21/2021,0456,11364 HS DRUG PARAPHERNALIA
211110125,4/21/2021,0514,286 SODOMY
211110135,4/21/2021,0609,STOP INFO ONLY
211110142,4/21/2021,0700,594 PC VANDALISM-$400 OR MORE
211110144,4/21/2021,1017,10851(A) VC VEHICLE THEFT
211110145,4/21/2021,0635,459 PC BURGLARY VEHICLE<$950
211110157,4/21/2021,0718,10851(A) VC VEHICLE THEFT
211110160,4/21/2021,0914,10851(A) VC VEHICLE THEFT
211110161,4/21/2021,1344,459 PC BURGLARY VEHICLE<$950
211110165,4/21/2021,0732,10851(A) VC VEHICLE THEFT
211110168,4/21/2021,1027,11377(A) HS POSN CNTRLD SUBS
211110172,4/21/2021,0749,459 PC BURG COMM-FORCE
211110179,4/21/2021,0759,459 PC BURG COMM-FORCE
211110182,4/21/2021,0803,11364 HS DRUG PARAPHERNALIA
211110184,4/21/2021,0811,459 PC BURG RESD-FORCE
211110197,4/21/2021,0820,602 PC TRESPASSING
211110198,4/21/2021,0919,10851(A) VC VEHICLE THEFT
211110200,4/21/2021,0831,245A1 PC ASSAULT W/O FIREARM
211110204,4/21/2021,0900,STOP INFO ONLY
211110228,4/21/2021,1049,459 PC BURG RESD-NO FORCE
211110231,4/21/2021,0857,594 PC VANDALISM-<$400
211110236,4/21/2021,0902,594 PC VANDALISM-$400 OR MORE
211110244,4/21/2021,0915,11360 HS MARIJUANA TRANSPORT
211110250,4/21/2021,0924,PROPERTY FOUND-GENERAL
211110252,4/21/2021,0926,417(A)(1) PC BRANDISH WEAPON
211110261,4/21/2021,0933,166 PC VIOLATE COURT ORDER
211110265,4/21/2021,0940,422 PC CRIMINAL THREATS
211110277,4/21/2021,0949,10851R OUTSIDE AGENCY RECOVERY
211110291,4/21/2021,1001,OTHER MISDEMEANOR
211110311,4/21/2021,1021,273.6APC DV RESTRAIN ORD VIOL
211110312,4/21/2021,1021,459 PC BURGLARY VEHICLE>$950
211110326,4/21/2021,1038,166 PC VIOLATE COURT ORDER
211110339,4/21/2021,1226,1181 VEH ACCIDENT-MINOR INJURY
211110346,4/21/2021,1056,12500 VC DRIVING W/O LICENSE
211110392,4/21/2021,1320,459 PC BURG RESD-FORCE
211110406,4/21/2021,1149,594 PC VANDALISM-GRAFFITI
211110411,4/21/2021,1155,261 PC RAPE
211110415,4/21/2021,1159,166 PC VIOLATE COURT ORDER
211110420,4/21/2021,1209,5150 WI 72 HR MENTAL HOLD
211110431,4/21/2021,1417,537(A)(2) PC DEFRAUD INNKEEPER
211110433,4/21/2021,1217,20002VC HIT AND RUN-PROP DMG
211110437,4/21/2021,1226,242 PC BATTERY
211110438,4/21/2021,1221,INFORMATION ONLY
211110443,4/21/2021,2348,PROPERTY FOUND-NARCOTICS
211110447,4/21/2021,1239,220PC RAPE ASLT TO COMMIT/ATT
211110448,4/21/2021,1241,211 PC ROBBERY STRONG-ARM
211110453,4/21/2021,1730,11350 HS NARCOTICS POSSESSION
211110475,4/21/2021,1322,11350 HS NARCOTICS POSSESSION
211110482,4/21/2021,1731,211 PC ROBBERY STRONG-ARM
211110485,4/21/2021,1327,10851(A) VC VEHICLE THEFT
211110490,4/21/2021,1333,INFORMATION ONLY
211110495,4/21/2021,1521,INFORMATION ONLY
211110501,4/21/2021,1344,VIN CHECK
211110507,4/21/2021,1350,STOLEN PLATE
211110508,4/21/2021,1352,11550(A)HS UNDR INFL CNTRL SUB
211110514,4/21/2021,1502,INFORMATION ONLY
211110516,4/21/2021,1404,SUSPICIOUS CIRCUMSTANCES
211110530,4/21/2021,1426,WELFARE CHECK
211110534,4/21/2021,1431,594 PC VANDALISM-<$400
211110535,4/21/2021,1432,459 PC BURG RESD-NO FORCE
211110540,4/21/2021,1436,368(B)1 PC ELDER/DEPNDT ABUSE
211110542,4/21/2021,1623,459 PC BURG RESD-NO FORCE
211110544,4/21/2021,2032,INFORMATION ONLY
211110548,4/21/2021,1450,245A1 PC ASSAULT W/O FIREARM
211110560,4/21/2021,1459,5150 WI 72 HR MENTAL HOLD
211110566,4/21/2021,1506,SUSPICIOUS CIRCUMSTANCES
211110581,4/21/2021,1530,STOLEN PLATE
211110597,4/21/2021,1707,10851(A) VC VEHICLE THEFT
211110605,4/21/2021,1600,SUSPICIOUS CIRCUMSTANCES
211110609,4/21/2021,1604,INFORMATION ONLY
211110612,4/21/2021,1611,WELFARE CHECK
211110634,4/21/2021,1639,166 PC VIOLATE COURT ORDER
211110635,4/21/2021,2143,10851(A) VC VEHICLE THEFT
211110638,4/21/2021,1641,20001 VC HIT AND RUN-DEATH/INJ
211110645,4/21/2021,1720,11364 HS DRUG PARAPHERNALIA
211110646,4/21/2021,1648,594 PC VANDALISM-$400 OR MORE
211110654,4/21/2021,1737,10851(A) VC VEHICLE THEFT
211110667,4/21/2021,1714,10852 VC VEHICLE TAMPERING
211110671,4/21/2021,2148,20002VC HIT AND RUN-PROP DMG
211110684,4/21/2021,1741,1065A MISSING ADULT
211110688,4/21/2021,1743,261 PC RAPE
211110699,4/21/2021,1844,10851(A) VC VEHICLE THEFT
211110705,4/21/2021,1755,1182 VEH ACCIDENT-PROPERTY DMG
211110711,4/21/2021,1809,459 PC BURG COMM-FORCE
211110715,4/21/2021,1814,20002VC HIT AND RUN-PROP DMG
211110736,4/21/2021,1930,20002VC HIT AND RUN-PROP DMG
211110738,4/21/2021,2218,273.5(A) PC DV MINOR INJURY
211110784,4/21/2021,1936,451(B) PC ARSON INHABITED BLDG
211110793,4/21/2021,1954,211 PC ROBBERY STRONG-ARM
211110805,4/21/2021,2004,21510 PC POSN SWITCHBLADE KNIF
211110807,4/21/2021,2138,INFORMATION ONLY
211110810,4/21/2021,2245,10852 VC VEHICLE TAMPERING
211110835,4/21/2021,2039,5150 WI 72 HR MENTAL HOLD
211110842,4/21/2021,2107,11350 HS NARCOTICS POSSESSION
211110848,4/21/2021,2105,1181 VEH ACCIDENT-MINOR INJURY
211110849,4/21/2021,2105,SUSPICIOUS CIRCUMSTANCES
211110865,4/21/2021,2141,245A1 PC ASSAULT W/O FIREARM
211110871,4/21/2021,2138,273.5(A) PC DV MINOR INJURY
211110878,4/21/2021,2149,1055 DEATH/DEAD BODY
211110881,4/21/2021,2206,10851(A) VC VEHICLE THEFT
211110900,4/21/2021,2254,5150 WI 72 HR MENTAL HOLD
211110939,4/21/2021,2314,451(D) PC ARSON PROPERTY
211110951,4/21/2021,2355,5150 WI 72 HR MENTAL HOLD
211113200,4/21/2021,0648,10852 VC VEHICLE TAMPERING
211113201,4/21/2021,0654,459 PC BURGLARY VEHICLE<$950
211113202,4/21/2021,0556,459 PC BURGLARY VEHICLE>$950
211113203,4/21/2021,0740,459 PC BURGLARY VEHICLE>$950
211113204,4/21/2021,0840,10852 VC VEHICLE TAMPERING
211113205,4/21/2021,0917,PROPERTY LOST
211113206,4/21/2021,0905,484 PC CREDIT/DEBIT CARD USE
211113207,4/21/2021,0926,484PC PETTY THEFT OTHER
211113208,4/21/2021,0905,10852 VC VEHICLE TAMPERING
211113209,4/21/2021,1157,530.5 PC IDENTITY THEFT
211113210,4/21/2021,1153,459 PC BURGLARY VEHICLE<$950
211113211,4/21/2021,1152,487 PC PURSE SNATCH-NO RESIST
211113212,4/21/2021,1045,10852 VC VEHICLE TAMPERING
211113213,4/21/2021,1030,594 PC VANDALISM-<$400
211113214,4/21/2021,1315,PROPERTY LOST
211113215,4/21/2021,1456,459 PC BURGLARY VEHICLE>$950
211113216,4/21/2021,1531,PROPERTY LOST
211113217,4/21/2021,1527,476 PC FICTICIOUS/NSF CHECK
211113218,4/21/2021,1424,487 PC GRAND THEFT OTHER
211113219,4/21/2021,1619,484 PC CREDIT/DEBIT CARD USE
211113220,4/21/2021,1817,459 PC BURGLARY VEHICLE>$950
211113221,4/21/2021,1935,459PC BURG VEH PARTS/ACC>$950
211113222,4/21/2021,2049,10852 VC VEHICLE TAMPERING
211113223,4/21/2021,2116,PROPERTY LOST
211113224,4/21/2021,2253,484PC PETTY THEFT OTHER
211113225,4/21/2021,2132,530.5 PC IDENTITY THEFT
211113226,4/21/2021,1835,459 PC BURGLARY VEHICLE<$950
211113227,4/21/2021,1755,10852 VC VEHICLE TAMPERING
211113228,4/21/2021,1643,487 PC GRAND THEFT OTHER
211113229,4/21/2021,1240,653M PC ANNOY-CALL/TEXT/EMAIL
211113230,4/21/2021,1522,PROPERTY LOST
211113231,4/21/2021,1413,530.5 PC IDENTITY THEFT
211114000,4/21/2021,1120,20002VC HIT AND RUN-PROP DMG
211119500,4/21/2021,0004,1065J MISSING JUVENILE
211119501,4/21/2021,0142,1065A MISSING ADULT
211119502,4/21/2021,1243,422 PC CRIMINAL THREATS
211119503,4/21/2021,1248,487 PC GRAND THEFT OTHER
